ID_Barco;Puerto_Origen;Puerto_Destino;Tiempo_Viaje_hrs;Costo_Viaje_libras
3;9;5;123;42466
4;9;5;123;42466
1;9;6;66;39216
2;9;6;71;24853
3;9;6;77;26536
4;9;6;77;26536
1;9;7;64;38030
2;9;7;69;24101
3;9;7;75;25733
4;9;7;75;25733
1;9;8;47;27882
2;9;8;51;17670
3;9;8;55;18867
4;9;8;55;18867
1;9;9;0;0
2;9;9;0;0
3;9;9;0;0
4;9;9;0;0
1;9;10;153;90081
2;9;10;164;57089
3;9;10;177;60955
4;9;10;177;60955
1;9;11;147;86583
2;9;11;158;54872
3;9;11;170;58588
4;9;11;170;58588
1;9;12;103;60939
2;9;12;111;38620
3;9;12;120;41235
4;9;12;120;41235
1;9;13;99;58327
2;9;13;106;36964
3;9;13;115;39468
4;9;13;115;39468
1;9;14;67;39316
2;9;14;72;24917
3;9;14;77;26604
4;9;14;77;26604
1;9;15;70;41423
2;9;15;75;26252
3;9;15;81;28030
4;9;15;81;28030
1;9;16;64;38013
2;9;16;69;24091
3;9;16;75;25722
4;9;16;75;25722
1;9;17;27;15885
2;9;17;29;10067
3;9;17;31;10749
4;9;17;31;10749
1;9;18;98;58060
2;9;18;106;36796
3;9;18;114;39287
4;9;18;114;39287
1;9;19;61;36240
2;9;19;66;22967
3;9;19;71;24522
4;9;19;71;24522
1;9;20;133;78647
2;9;20;143;49843
3;9;20;155;53218
4;9;20;155;53218
1;9;21;135;79673
2;9;21;145;50493
3;9;21;157;53912
4;9;21;157;53912
1;9;22;36;21451
2;9;22;39;13595
3;9;22;42;14515
4;9;22;42;14515
1;9;23;35;20491
2;9;23;37;12986
3;9;23;40;13865
4;9;23;40;13865
1;9;24;36;21451
2;9;24;39;13595
3;9;24;42;14515
4;9;24;42;14515
1;9;25;136;80157
2;9;25;146;50799
3;9;25;158;54239
4;9;25;158;54239
1;9;26;69;40968
2;9;26;75;25964
3;9;26;81;27722
4;9;26;81;27722
1;9;27;20;11812
2;9;27;22;7486
3;9;27;23;7993
4;9;27;23;7993
1;9;28;86;50632
2;9;28;92;32088
3;9;28;100;34261
4;9;28;100;34261
1;9;29;179;105797
2;9;29;193;67049
3;9;29;208;71590
4;9;29;208;71590
1;9;30;110;64673
2;9;30;118;40986
3;9;30;127;43762
4;9;30;127;43762
1;9;31;118;69823
2;9;31;127;44250
3;9;31;137;47247
4;9;31;137;47247
1;9;32;52;30482
2;9;32;55;19318
3;9;32;60;20626
4;9;32;60;20626
1;9;33;150;88525
2;9;33;161;56103
3;9;33;174;59902
4;9;33;174;59902
1;9;34;212;125328
2;9;34;228;79426
3;9;34;246;84805
4;9;34;246;84805
1;9;35;248;146491
2;9;35;267;92839
3;9;35;288;99126
4;9;35;288;99126
1;9;36;210;123718
2;9;36;225;78406
3;9;36;243;83716
4;9;36;243;83716
1;9;37;265;156253
2;9;37;284;99025
3;9;37;307;105731
4;9;37;307;105731
1;9;38;259;153079
2;9;38;279;97014
3;9;38;301;103583
4;9;38;301;103583
1;9;39;211;124490
2;9;39;227;78896
3;9;39;245;84239
4;9;39;245;84239
1;10;1;108;63741
2;10;1;116;40396
3;10;1;125;43132
4;10;1;125;43132
1;10;2;59;34946
2;10;2;64;22147
3;10;2;69;23647
4;10;2;69;23647
1;10;3;94;55255
2;10;3;101;35018
3;10;3;109;37389
4;10;3;109;37389
1;10;4;17;9967
2;10;4;18;6317
3;10;4;20;6744
4;10;4;20;6744
1;10;5;88;51683
2;10;5;94;32754
3;10;5;102;34972
4;10;5;102;34972
1;10;6;93;54614
2;10;6;99;34612
3;10;6;107;36955
4;10;6;107;36955
1;10;7;89;52638
2;10;7;96;33359
3;10;7;103;35618
4;10;7;103;35618
1;10;8;111;65382
2;10;8;119;41436
3;10;8;129;44242
4;10;8;129;44242
1;10;9;153;90081
2;10;9;164;57089
3;10;9;177;60955
4;10;9;177;60955
1;10;10;0;0
2;10;10;0;0
3;10;10;0;0
4;10;10;0;0
1;10;11;8;4694
2;10;11;9;2975
3;10;11;9;3176
4;10;11;9;3176
1;10;12;66;38892
2;10;12;71;24648
3;10;12;76;26317
4;10;12;76;26317
1;10;13;66;38961
2;10;13;71;24692
3;10;13;77;26364
4;10;13;77;26364
1;10;14;87;51170
2;10;14;93;32429
3;10;14;101;34625
4;10;14;101;34625
1;10;15;103;60862
2;10;15;111;38571
3;10;15;120;41183
4;10;15;120;41183
1;10;16;91;53411
2;10;16;97;33849
3;10;16;105;36141
4;10;16;105;36141
1;10;17;134;79076
2;10;17;144;50114
3;10;17;155;53508
4;10;17;155;53508
1;10;18;155;91622
2;10;18;167;58065
3;10;18;180;61997
4;10;18;180;61997
1;10;19;120;70666
2;10;19;129;44785
3;10;19;139;47817
4;10;19;139;47817
1;10;20;21;12387
2;10;20;23;7850
3;10;20;24;8382
4;10;20;24;8382
1;10;21;20;11637
2;10;21;21;7375
3;10;21;23;7875
4;10;21;23;7875
1;10;22;123;72684
2;10;22;132;46063
3;10;22;143;49183
4;10;22;143;49183
1;10;23;122;71723
2;10;23;131;45455
3;10;23;141;48533
4;10;23;141;48533
1;10;24;123;72684
2;10;24;132;46063
3;10;24;143;49183
4;10;24;143;49183
1;10;25;17;10261
2;10;25;19;6503
3;10;25;20;6943
4;10;25;20;6943
1;10;26;89;52495
2;10;26;96;33269
3;10;26;103;35522
4;10;26;103;35522
1;10;27;138;81691
2;10;27;149;51772
3;10;27;161;55278
4;10;27;161;55278
1;10;28;70;41546
2;10;28;76;26330
3;10;28;82;28113
4;10;28;82;28113
1;10;29;48;28600
2;10;29;52;18125
3;10;29;56;19353
4;10;29;56;19353
1;10;30;56;33314
2;10;30;61;21113
3;10;30;65;22542
4;10;30;65;22542
1;10;31;36;21495
2;10;31;39;13622
3;10;31;42;14545
4;10;31;42;14545
1;10;32;104;61125
2;10;32;111;38738
3;10;32;120;41361
4;10;32;120;41361
1;10;33;5;2820
2;10;33;5;1787
3;10;33;6;1908
4;10;33;6;1908
1;10;34;60;35481
2;10;34;65;22486
3;10;34;70;24009
4;10;34;70;24009
1;10;35;96;56652
2;10;35;103;35903
3;10;35;111;38335
4;10;35;111;38335
1;10;36;57;33872
2;10;36;62;21466
3;10;36;67;22920
4;10;36;67;22920
1;10;37;113;66406
2;10;37;121;42085
3;10;37;131;44935
4;10;37;131;44935
1;10;38;107;63232
2;10;38;115;40073
3;10;38;124;42787
4;10;38;124;42787
1;10;39;59;34644
2;10;39;63;21955
3;10;39;68;23442
4;10;39;68;23442
1;11;1;102;60243
2;11;1;110;38179
3;11;1;118;40765
4;11;1;118;40765
1;11;2;53;31448
2;11;2;57;19930
3;11;2;62;21280
4;11;2;62;21280
1;11;3;88;51757
2;11;3;94;32801
3;11;3;102;35022
4;11;3;102;35022
1;11;4;24;14427
2;11;4;26;9143
3;11;4;28;9762
4;11;4;28;9762
1;11;5;82;48184
2;11;5;88;30537
3;11;5;95;32605
4;11;5;95;32605
1;11;6;87;51116
2;11;6;93;32395
3;11;6;100;34588
4;11;6;100;34588
1;11;7;83;49140
2;11;7;89;31142
3;11;7;97;33251
4;11;7;97;33251
1;11;8;105;61884
2;11;8;113;39219
3;11;8;122;41875
4;11;8;122;41875
1;11;9;147;86583
2;11;9;158;54872
3;11;9;170;58588
4;11;9;170;58588
1;11;10;8;4694
2;11;10;9;2975
3;11;10;9;3176
4;11;10;9;3176
1;11;11;0;0
2;11;11;0;0
3;11;11;0;0
4;11;11;0;0
1;11;12;60;35394
2;11;12;64;22431
3;11;12;70;23950
4;11;12;70;23950
1;11;13;60;35463
2;11;13;65;22475
3;11;13;70;23997
4;11;13;70;23997
1;11;14;81;47672
2;11;14;87;30212
3;11;14;94;32258
4;11;14;94;32258
1;11;15;97;57364
2;11;15;104;36354
3;11;15;113;38816
4;11;15;113;38816
1;11;16;85;49912
2;11;16;91;31632
3;11;16;98;33774
4;11;16;98;33774
1;11;17;128;75578
2;11;17;138;47897
3;11;17;149;51141
4;11;17;149;51141
1;11;18;149;88124
2;11;18;160;55848
3;11;18;173;59630
4;11;18;173;59630
1;11;19;114;67168
2;11;19;122;42568
3;11;19;132;45450
4;11;19;132;45450
1;11;20;15;8889
2;11;20;16;5634
3;11;20;17;6015
4;11;20;17;6015
1;11;21;14;8139
2;11;21;15;5158
3;11;21;16;5508
4;11;21;16;5508
1;11;22;117;69186
2;11;22;126;43846
3;11;22;136;46816
4;11;22;136;46816
1;11;23;116;68225
2;11;23;124;43238
3;11;23;134;46166
4;11;23;134;46166
1;11;24;117;69186
2;11;24;126;43846
3;11;24;136;46816
4;11;24;136;46816
1;11;25;11;6763
2;11;25;12;4286
3;11;25;13;4576
4;11;25;13;4576
1;11;26;83;48997
2;11;26;89;31052
3;11;26;96;33154
4;11;26;96;33154
1;11;27;133;78193
2;11;27;142;49555
3;11;27;154;52911
4;11;27;154;52911
1;11;28;64;38048
2;11;28;69;24113
3;11;28;75;25746
4;11;28;75;25746
1;11;29;48;28280
2;11;29;51;17923
3;11;29;56;19136
4;11;29;56;19136
1;11;30;51;29816
2;11;30;54;18896
3;11;30;59;20175
4;11;30;59;20175
1;11;31;31;17997
2;11;31;33;11405
3;11;31;35;12178
4;11;31;35;12178
1;11;32;98;57626
2;11;32;105;36521
3;11;32;113;38994
4;11;32;113;38994
1;11;33;4;2182
2;11;33;4;1383
3;11;33;4;1476
4;11;33;4;1476
1;11;34;68;39941
2;11;34;73;25312
3;11;34;79;27027
4;11;34;79;27027
1;11;35;104;61104
2;11;35;111;38725
3;11;35;120;41347
4;11;35;120;41347
1;11;36;65;38331
2;11;36;70;24292
3;11;36;75;25938
4;11;36;75;25938
1;11;37;120;70866
2;11;37;129;44911
3;11;37;139;47953
4;11;37;139;47953
1;11;38;115;67692
2;11;38;123;42900
3;11;38;133;45805
4;11;38;133;45805
1;11;39;66;39104
2;11;39;71;24782
3;11;39;77;26460
4;11;39;77;26460
1;12;1;59;34599
2;12;1;63;21927
3;12;1;68;23412
4;12;1;68;23412
1;12;2;13;7549
2;12;2;14;4784
3;12;2;15;5108
4;12;2;15;5108
1;12;3;44;26113
2;12;3;48;16549
3;12;3;51;17670
4;12;3;51;17670
1;12;4;82;48625
2;12;4;89;30816
3;12;4;96;32903
4;12;4;96;32903
1;12;5;40;23627
2;12;5;43;14974
3;12;5;46;15987
4;12;5;46;15987
1;12;6;43;25472
2;12;6;46;16143
3;12;6;50;17236
4;12;6;50;17236
1;12;7;40;23496
2;12;7;43;14890
3;12;7;46;15899
4;12;7;46;15899
1;12;8;61;36240
2;12;8;66;22967
3;12;8;71;24522
4;12;8;71;24522
1;12;9;103;60939
2;12;9;111;38620
3;12;9;120;41235
4;12;9;120;41235
1;12;10;66;38892
2;12;10;71;24648
3;12;10;76;26317
4;12;10;76;26317
1;12;11;60;35394
2;12;11;64;22431
3;12;11;70;23950
4;12;11;70;23950
1;12;12;0;0
2;12;12;0;0
3;12;12;0;0
4;12;12;0;0
1;12;13;6;3709
2;12;13;7;2350
3;12;13;7;2510
4;12;13;7;2510
1;12;14;37;22028
2;12;14;40;13960
3;12;14;43;14905
4;12;14;43;14905
1;12;15;54;31719
2;12;15;58;20102
3;12;15;62;21463
4;12;15;62;21463
1;12;16;41;24268
2;12;16;44;15380
3;12;16;48;16422
4;12;16;48;16422
1;12;17;85;49934
2;12;17;91;31645
3;12;17;98;33788
4;12;17;98;33788
1;12;18;106;62816
2;12;18;114;39810
3;12;18;124;42506
4;12;18;124;42506
1;12;19;70;41524
2;12;19;76;26316
3;12;19;82;28098
4;12;19;82;28098
1;12;20;47;27458
2;12;20;50;17402
3;12;20;54;18580
4;12;20;54;18580
1;12;21;48;28484
2;12;21;52;18052
3;12;21;56;19274
4;12;21;56;19274
1;12;22;74;43542
2;12;22;79;27594
3;12;22;86;29463
4;12;22;86;29463
1;12;23;72;42581
2;12;23;78;26986
3;12;23;84;28813
4;12;23;84;28813
1;12;24;74;43542
2;12;24;79;27594
3;12;24;86;29463
4;12;24;86;29463
1;12;25;49;28968
2;12;25;53;18358
3;12;25;57;19601
4;12;25;57;19601
1;12;26;40;23353
2;12;26;43;14800
3;12;26;46;15802
4;12;26;46;15802
1;12;27;89;52549
2;12;27;96;33303
3;12;27;103;35558
4;12;27;103;35558
1;12;28;22;12848
2;12;28;23;8142
3;12;28;25;8694
4;12;28;25;8694
1;12;29;93;54608
2;12;29;99;34608
3;12;29;107;36952
4;12;29;107;36952
1;12;30;14;7999
2;12;30;15;5069
3;12;30;16;5413
4;12;30;16;5413
1;12;31;32;18634
2;12;31;34;11809
3;12;31;37;12609
4;12;31;37;12609
1;12;32;54;31982
2;12;32;58;20269
3;12;32;63;21641
4;12;32;63;21641
1;12;33;63;37336
2;12;33;68;23662
3;12;33;73;25264
4;12;33;73;25264
1;12;34;126;74139
2;12;34;135;46986
3;12;34;146;50167
4;12;34;146;50167
1;12;35;162;95302
2;12;35;173;60398
3;12;35;187;64488
4;12;35;187;64488
1;12;36;123;72530
2;12;36;132;45966
3;12;36;143;49078
4;12;36;143;49078
1;12;37;178;105064
2;12;37;191;66584
3;12;37;207;71093
4;12;37;207;71093
1;12;38;173;101890
2;12;38;185;64573
3;12;38;200;68945
4;12;38;200;68945
1;12;39;124;73302
2;12;39;133;46455
3;12;39;144;49601
4;12;39;144;49601
1;13;1;54;31987
2;13;1;58;20272
3;13;1;63;21645
4;13;1;63;21645
1;13;2;17;9848
2;13;2;18;6241
3;13;2;19;6664
4;13;2;19;6664
1;13;3;40;23501
2;13;3;43;14893
3;13;3;46;15902
4;13;3;46;15902
1;13;4;83;48694
2;13;4;89;30860
3;13;4;96;32950
4;13;4;96;32950
1;13;5;36;21014
2;13;5;38;13318
3;13;5;41;14220
4;13;5;41;14220
1;13;6;39;22859
2;13;6;42;14487
3;13;6;45;15468
4;13;6;45;15468
1;13;7;35;20883
2;13;7;38;13235
3;13;7;41;14131
4;13;7;41;14131
1;13;8;57;33628
2;13;8;61;21311
3;13;8;66;22755
4;13;8;66;22755
1;13;9;99;58327
2;13;9;106;36964
3;13;9;115;39468
4;13;9;115;39468
1;13;10;66;38961
2;13;10;71;24692
3;13;10;77;26364
4;13;10;77;26364
1;13;11;60;35463
2;13;11;65;22475
3;13;11;70;23997
4;13;11;70;23997
1;13;12;6;3709
2;13;12;7;2350
3;13;12;7;2510
4;13;12;7;2510
1;13;13;0;0
2;13;13;0;0
3;13;13;0;0
4;13;13;0;0
1;13;14;33;19415
2;13;14;35;12304
3;13;14;38;13138
4;13;14;38;13138
1;13;15;49;29107
2;13;15;53;18447
3;13;15;57;19696
4;13;15;57;19696
1;13;16;37;21656
2;13;16;39;13725
3;13;16;43;14654
4;13;16;43;14654
1;13;17;80;47321
2;13;17;86;29990
3;13;17;93;32021
4;13;17;93;32021
1;13;18;102;60204
2;13;18;110;38154
3;13;18;118;40738
4;13;18;118;40738
1;13;19;66;38911
2;13;19;71;24660
3;13;19;77;26330
4;13;19;77;26330
1;13;20;47;27528
2;13;20;50;17446
3;13;20;54;18627
4;13;20;54;18627
1;13;21;48;28553
2;13;21;52;18095
3;13;21;56;19321
4;13;21;56;19321
1;13;22;69;40929
2;13;22;75;25939
3;13;22;80;27695
4;13;22;80;27695
1;13;23;68;39969
2;13;23;73;25330
3;13;23;79;27046
4;13;23;79;27046
1;13;24;69;40929
2;13;24;75;25939
3;13;24;80;27695
4;13;24;80;27695
1;13;25;49;29037
2;13;25;53;18402
3;13;25;57;19648
4;13;25;57;19648
1;13;26;35;20740
2;13;26;38;13144
3;13;26;41;14034
4;13;26;41;14034
1;13;27;85;49937
2;13;27;91;31647
3;13;27;98;33790
4;13;27;98;33790
1;13;28;17;10236
2;13;28;19;6487
3;13;28;20;6926
4;13;28;20;6926
1;13;29;93;54677
2;13;29;100;34652
3;13;29;108;36998
4;13;29;108;36998
1;13;30;17;9890
2;13;30;18;6268
3;13;30;19;6692
4;13;30;19;6692
1;13;31;32;18703
2;13;31;34;11853
3;13;31;37;12656
4;13;31;37;12656
1;13;32;50;29370
2;13;32;53;18613
3;13;32;58;19874
4;13;32;58;19874
1;13;33;63;37405
2;13;33;68;23706
3;13;33;74;25311
4;13;33;74;25311
1;13;34;126;74208
2;13;34;135;47029
3;13;34;146;50214
4;13;34;146;50214
1;13;35;162;95371
2;13;35;174;60441
3;13;35;188;64535
4;13;35;188;64535
1;13;36;123;72599
2;13;36;132;46009
3;13;36;143;49125
4;13;36;143;49125
1;13;37;178;105133
2;13;37;191;66628
3;13;37;207;71140
4;13;37;207;71140
1;13;38;173;101959
2;13;38;186;64616
3;13;38;200;68992
4;13;38;200;68992
1;13;39;124;73371
2;13;39;134;46499
3;13;39;144;49647
4;13;39;144;49647
1;14;1;22;12977
2;14;1;24;8224
3;14;1;26;8781
4;14;1;26;8781
1;14;2;45;26299
2;14;2;48;16667
3;14;2;52;17796
4;14;2;52;17796
1;14;3;7;4239
2;14;3;8;2687
3;14;3;8;2869
4;14;3;8;2869
1;14;4;103;60903
2;14;4;111;38597
3;14;4;120;41211
4;14;4;120;41211
1;14;5;41;23900
2;14;5;44;15147
3;14;5;47;16172
4;14;5;47;16172
1;14;6;6;3466
2;14;6;6;2197
3;14;6;7;2346
4;14;6;7;2346
1;14;7;3;1490
2;14;7;3;944
3;14;7;3;1008
4;14;7;3;1008
1;14;8;25;14617
2;14;8;27;9264
3;14;8;29;9891
4;14;8;29;9891
1;14;9;67;39316
2;14;9;72;24917
3;14;9;77;26604
4;14;9;77;26604
1;14;10;87;51170
2;14;10;93;32429
3;14;10;101;34625
4;14;10;101;34625
1;14;11;81;47672
2;14;11;87;30212
3;14;11;94;32258
4;14;11;94;32258
1;14;12;37;22028
2;14;12;40;13960
3;14;12;43;14905
4;14;12;43;14905
1;14;13;33;19415
2;14;13;35;12304
3;14;13;38;13138
4;14;13;38;13138
1;14;14;0;0
2;14;14;0;0
3;14;14;0;0
4;14;14;0;0
1;14;15;19;11024
2;14;15;20;6987
3;14;15;22;7460
4;14;15;22;7460
1;14;16;4;2263
2;14;16;4;1434
3;14;16;4;1531
4;14;16;4;1531
1;14;17;48;28311
2;14;17;52;17942
3;14;17;56;19157
4;14;17;56;19157
1;14;18;71;41913
2;14;18;76;26562
3;14;18;82;28361
4;14;18;82;28361
1;14;19;35;20484
2;14;19;37;12982
3;14;19;40;13861
4;14;19;40;13861
1;14;20;67;39736
2;14;20;72;25183
3;14;20;78;26888
4;14;20;78;26888
1;14;21;69;40761
2;14;21;74;25833
3;14;21;80;27582
4;14;21;80;27582
1;14;22;37;21919
2;14;22;40;13891
3;14;22;43;14832
4;14;22;43;14832
1;14;23;36;20959
2;14;23;38;13283
3;14;23;41;14182
4;14;23;41;14182
1;14;24;37;21919
2;14;24;40;13891
3;14;24;43;14832
4;14;24;43;14832
1;14;25;70;41245
2;14;25;75;26139
3;14;25;81;27909
4;14;25;81;27909
1;14;26;6;3377
2;14;26;6;2140
3;14;26;7;2285
4;14;26;7;2285
1;14;27;52;30926
2;14;27;56;19600
3;14;27;61;20927
4;14;27;61;20927
1;14;28;20;11774
2;14;28;21;7462
3;14;28;23;7967
4;14;28;23;7967
1;14;29;113;66886
2;14;29;122;42389
3;14;29;132;45260
4;14;29;132;45260
1;14;30;44;25761
2;14;30;47;16326
3;14;30;51;17432
4;14;30;51;17432
1;14;31;52;30912
2;14;31;56;19590
3;14;31;61;20917
4;14;31;61;20917
1;14;32;18;10360
2;14;32;19;6566
3;14;32;20;7010
4;14;32;20;7010
1;14;33;84;49614
2;14;33;90;31443
3;14;33;98;33572
4;14;33;98;33572
1;14;34;146;86417
2;14;34;157;54766
3;14;34;170;58475
4;14;34;170;58475
1;14;35;182;107580
2;14;35;196;68179
3;14;35;212;72796
4;14;35;212;72796
1;14;36;144;84807
2;14;36;154;53746
3;14;36;167;57386
4;14;36;167;57386
1;14;37;199;117342
2;14;37;214;74365
3;14;37;231;79401
4;14;37;231;79401
1;14;38;194;114167
2;14;38;208;72354
3;14;38;224;77253
4;14;38;224;77253
1;14;39;145;85579
2;14;39;156;54236
3;14;39;168;57909
4;14;39;168;57909
1;15;1;26;15202
2;15;1;28;9634
3;15;1;30;10287
4;15;1;30;10287
1;15;2;61;35991
2;15;2;66;22809
3;15;2;71;24354
4;15;2;71;24354
1;15;3;19;11049
2;15;3;20;7003
3;15;3;22;7477
4;15;3;22;7477
1;15;4;120;70594
2;15;4;129;44739
3;15;4;139;47769
4;15;4;139;47769
1;15;5;51;30057
2;15;5;55;19048
3;15;5;59;20338
4;15;5;59;20338
1;15;6;21;12319
2;15;6;22;7807
3;15;6;24;8336
4;15;6;24;8336
1;15;7;18;10806
2;15;7;20;6848
3;15;7;21;7312
4;15;7;21;7312
1;15;8;28;16724
2;15;8;30;10599
3;15;8;33;11317
4;15;8;33;11317
1;15;9;70;41423
2;15;9;75;26252
3;15;9;81;28030
4;15;9;81;28030
1;15;10;103;60862
2;15;10;111;38571
3;15;10;120;41183
4;15;10;120;41183
1;15;11;97;57364
2;15;11;104;36354
3;15;11;113;38816
4;15;11;113;38816
1;15;12;54;31719
2;15;12;58;20102
3;15;12;62;21463
4;15;12;62;21463
1;15;13;49;29107
2;15;13;53;18447
3;15;13;57;19696
4;15;13;57;19696
1;15;14;19;11024
2;15;14;20;6987
3;15;14;22;7460
4;15;14;22;7460
1;15;15;0;0
2;15;15;0;0
3;15;15;0;0
4;15;15;0;0
1;15;16;19;11116
2;15;16;20;7045
3;15;16;22;7522
4;15;16;22;7522
1;15;17;52;30418
2;15;17;55;19277
3;15;17;60;20583
4;15;17;60;20583
1;15;18;59;34622
2;15;18;63;21942
3;15;18;68;23428
4;15;18;68;23428
1;15;19;25;14515
2;15;19;26;9199
3;15;19;29;9822
4;15;19;29;9822
1;15;20;84;49428
2;15;20;90;31325
3;15;20;97;33446
4;15;20;97;33446
1;15;21;86;50453
2;15;21;92;31975
3;15;21;99;34140
4;15;21;99;34140
1;15;22;41;24026
2;15;22;44;15226
3;15;22;47;16257
4;15;22;47;16257
1;15;23;39;23065
2;15;23;42;14618
3;15;23;45;15608
4;15;23;45;15608
1;15;24;41;24026
2;15;24;44;15226
3;15;24;47;16257
4;15;24;47;16257
1;15;25;86;50937
2;15;25;93;32281
3;15;25;100;34467
4;15;25;100;34467
1;15;26;19;11160
2;15;26;20;7073
3;15;26;22;7551
4;15;26;22;7551
1;15;27;56;33033
2;15;27;60;20935
3;15;27;65;22352
4;15;27;65;22352
1;15;28;36;21413
2;15;28;39;13570
3;15;28;42;14489
4;15;28;42;14489
1;15;29;130;76578
2;15;29;139;48531
3;15;29;151;51818
4;15;29;151;51818
1;15;30;60;35453
2;15;30;65;22468
3;15;30;70;23990
4;15;30;70;23990
1;15;31;69;40604
2;15;31;74;25733
3;15;31;80;27475
4;15;31;80;27475
1;15;32;22;12954
2;15;32;24;8209
3;15;32;25;8765
4;15;32;25;8765
1;15;33;101;59306
2;15;33;108;37585
3;15;33;117;40130
4;15;33;117;40130
1;15;34;163;96108
2;15;34;175;60909
3;15;34;189;65033
4;15;34;189;65033
1;15;35;199;117272
2;15;35;213;74321
3;15;35;231;79354
4;15;35;231;79354
1;15;36;160;94499
2;15;36;172;59889
3;15;36;186;63944
4;15;36;186;63944
1;15;37;215;127033
2;15;37;231;80507
3;15;37;250;85959
4;15;37;250;85959
1;15;38;210;123859
2;15;38;225;78496
3;15;38;244;83811
4;15;38;244;83811
1;15;39;161;95271
2;15;39;173;60378
3;15;39;187;64467
4;15;39;187;64467
1;16;1;20;11673
2;16;1;21;7398
3;16;1;23;7899
4;16;1;23;7899
1;16;2;48;28540
2;16;2;52;18087
3;16;2;56;19312
4;16;2;56;19312
1;16;3;5;2818
2;16;3;5;1786
3;16;3;6;1907
4;16;3;6;1907
1;16;4;107;63143
2;16;4;115;40017
3;16;4;124;42727
4;16;4;124;42727
1;16;5;44;26123
2;16;5;48;16555
3;16;5;51;17676
4;16;5;51;17676
1;16;6;2;1203
2;16;6;2;763
3;16;6;2;814
4;16;6;2;814
1;16;7;1;773
2;16;7;1;490
3;16;7;2;523
4;16;7;2;523
1;16;8;23;13314
2;16;8;24;8438
3;16;8;26;9009
4;16;8;26;9009
1;16;9;64;38013
2;16;9;69;24091
3;16;9;75;25722
4;16;9;75;25722
1;16;10;91;53411
2;16;10;97;33849
3;16;10;105;36141
4;16;10;105;36141
1;16;11;85;49912
2;16;11;91;31632
3;16;11;98;33774
4;16;11;98;33774
1;16;12;41;24268
2;16;12;44;15380
3;16;12;48;16422
4;16;12;48;16422
1;16;13;37;21656
2;16;13;39;13725
3;16;13;43;14654
4;16;13;43;14654
1;16;14;4;2263
2;16;14;4;1434
3;16;14;4;1531
4;16;14;4;1531
1;16;15;19;11116
2;16;15;20;7045
3;16;15;22;7522
4;16;15;22;7522
1;16;16;0;0
2;16;16;0;0
3;16;16;0;0
4;16;16;0;0
1;16;17;46;27008
2;16;17;49;17116
3;16;17;53;18275
4;16;17;53;18275
1;16;18;70;41139
2;16;18;75;26072
3;16;18;81;27837
4;16;18;81;27837
1;16;19;33;19587
2;16;19;36;12413
3;16;19;39;13254
4;16;19;39;13254
1;16;20;71;41977
2;16;20;76;26603
3;16;20;83;28404
4;16;20;83;28404
1;16;21;73;43002
2;16;21;78;27253
3;16;21;85;29098
4;16;21;85;29098
1;16;22;35;20616
2;16;22;38;13065
3;16;22;41;13950
4;16;22;41;13950
1;16;23;33;19655
2;16;23;36;12456
3;16;23;39;13300
4;16;23;39;13300
1;16;24;35;20616
2;16;24;38;13065
3;16;24;41;13950
4;16;24;41;13950
1;16;25;74;43486
2;16;25;79;27559
3;16;25;85;29426
4;16;25;85;29426
1;16;26;9;5096
2;16;26;9;3229
3;16;26;10;3448
4;16;26;10;3448
1;16;27;50;29623
2;16;27;54;18774
3;16;27;58;20045
4;16;27;58;20045
1;16;28;24;13997
2;16;28;25;8871
3;16;28;28;9471
4;16;28;28;9471
1;16;29;117;69127
2;16;29;126;43809
3;16;29;136;46776
4;16;29;136;46776
1;16;30;47;28002
2;16;30;51;17746
3;16;30;55;18948
4;16;30;55;18948
1;16;31;56;33153
2;16;31;60;21010
3;16;31;65;22433
4;16;31;65;22433
1;16;32;15;9057
2;16;32;16;5740
3;16;32;18;6128
4;16;32;18;6128
1;16;33;88;51855
2;16;33;94;32863
3;16;33;102;35088
4;16;33;102;35088
1;16;34;150;88657
2;16;34;161;56187
3;16;34;174;59992
4;16;34;174;59992
1;16;35;186;109820
2;16;35;200;69599
3;16;35;216;74312
4;16;35;216;74312
1;16;36;148;87048
2;16;36;158;55167
3;16;36;171;58902
4;16;36;171;58902
1;16;37;203;119582
2;16;37;218;75785
3;16;37;235;80917
4;16;37;235;80917
1;16;38;197;116408
2;16;38;212;73774
3;16;38;229;78770
4;16;38;229;78770
1;16;39;149;87820
2;16;39;160;55656
3;16;39;173;59425
4;16;39;173;59425
1;17;1;30;17826
2;17;1;32;11297
3;17;1;35;12062
4;17;1;35;12062
1;17;2;92;54206
2;17;2;99;34353
3;17;2;107;36679
4;17;2;107;36679
1;17;3;44;25799
2;17;3;47;16350
3;17;3;51;17457
4;17;3;51;17457
1;17;4;151;88809
2;17;4;162;56282
3;17;4;175;60094
4;17;4;175;60094
1;17;5;88;51753
2;17;5;94;32798
3;17;5;102;35019
4;17;5;102;35019
1;17;6;48;28211
2;17;6;51;17879
3;17;6;55;19090
4;17;6;55;19090
1;17;7;46;27024
2;17;7;49;17127
3;17;7;53;18287
4;17;7;53;18287
1;17;8;29;16877
2;17;8;31;10696
3;17;8;33;11420
4;17;8;33;11420
1;17;9;27;15885
2;17;9;29;10067
3;17;9;31;10749
4;17;9;31;10749
1;17;10;134;79076
2;17;10;144;50114
3;17;10;155;53508
4;17;10;155;53508
1;17;11;128;75578
