ID_Barco;ID_Puerto_Origen;ID_Puerto_Destino;Tiempo_Viaje_hrs;Costo_Viaje_libras
17;8;7;26;9020
1;8;8;0;0
2;8;8;0;0
3;8;8;0;0
4;8;8;0;0
5;8;8;0;0
6;8;8;0;0
7;8;8;0;0
8;8;8;0;0
9;8;8;0;0
10;8;8;0;0
11;8;8;0;0
12;8;8;0;0
13;8;8;0;0
14;8;8;0;0
15;8;8;0;0
16;8;8;0;0
17;8;8;0;0
1;8;9;51;34452
2;8;9;51;34452
3;8;9;47;27882
4;8;9;47;27882
5;8;9;57;38211
6;8;9;57;38211
7;8;9;57;38211
8;8;9;52;46364
9;8;9;52;46364
10;8;9;52;46364
11;8;9;52;46364
12;8;9;53;12958
13;8;9;53;12958
14;8;9;53;12958
15;8;9;53;12958
16;8;9;55;18867
17;8;9;55;18867
1;8;10;119;80789
2;8;10;119;80789
3;8;10;111;65382
4;8;10;111;65382
5;8;10;134;89604
6;8;10;134;89604
7;8;10;134;89604
8;8;10;122;108721
9;8;10;122;108721
10;8;10;122;108721
11;8;10;122;108721
12;8;10;124;30386
13;8;10;124;30386
14;8;10;124;30386
15;8;10;124;30386
16;8;10;129;44242
17;8;10;129;44242
1;8;11;113;76466
2;8;11;113;76466
3;8;11;105;61884
4;8;11;105;61884
5;8;11;127;84810
6;8;11;127;84810
7;8;11;127;84810
8;8;11;115;102904
9;8;11;115;102904
10;8;11;115;102904
11;8;11;115;102904
12;8;11;117;28760
13;8;11;117;28760
14;8;11;117;28760
15;8;11;117;28760
16;8;11;122;41875
17;8;11;122;41875
1;8;12;66;44779
2;8;12;66;44779
3;8;12;61;36240
4;8;12;61;36240
5;8;12;74;49666
6;8;12;74;49666
7;8;12;74;49666
8;8;12;67;60262
9;8;12;67;60262
10;8;12;67;60262
11;8;12;67;60262
12;8;12;69;16842
13;8;12;69;16842
14;8;12;69;16842
15;8;12;69;16842
16;8;12;71;24522
17;8;12;71;24522
1;8;13;61;41552
2;8;13;61;41552
3;8;13;57;33628
4;8;13;57;33628
5;8;13;69;46086
6;8;13;69;46086
7;8;13;69;46086
8;8;13;63;55918
9;8;13;63;55918
10;8;13;63;55918
11;8;13;63;55918
12;8;13;64;15628
13;8;13;64;15628
14;8;13;64;15628
15;8;13;64;15628
16;8;13;66;22755
17;8;13;66;22755
1;8;14;27;18062
2;8;14;27;18062
3;8;14;25;14617
4;8;14;25;14617
5;8;14;30;20033
6;8;14;30;20033
7;8;14;30;20033
8;8;14;27;24307
9;8;14;27;24307
10;8;14;27;24307
11;8;14;27;24307
12;8;14;28;6793
13;8;14;28;6793
14;8;14;28;6793
15;8;14;28;6793
16;8;14;29;9891
17;8;14;29;9891
1;8;15;30;20665
2;8;15;30;20665
3;8;15;28;16724
4;8;15;28;16724
5;8;15;34;22920
6;8;15;34;22920
7;8;15;34;22920
8;8;15;31;27810
9;8;15;31;27810
10;8;15;31;27810
11;8;15;31;27810
12;8;15;32;7772
13;8;15;32;7772
14;8;15;32;7772
15;8;15;32;7772
16;8;15;33;11317
17;8;15;33;11317
1;8;16;24;16451
2;8;16;24;16451
3;8;16;23;13314
4;8;16;23;13314
5;8;16;27;18247
6;8;16;27;18247
7;8;16;27;18247
8;8;16;25;22139
9;8;16;25;22139
10;8;16;25;22139
11;8;16;25;22139
12;8;16;25;6188
13;8;16;25;6188
14;8;16;25;6188
15;8;16;25;6188
16;8;16;26;9009
17;8;16;26;9009
1;8;17;31;20854
2;8;17;31;20854
3;8;17;29;16877
4;8;17;29;16877
5;8;17;35;23129
6;8;17;35;23129
7;8;17;35;23129
8;8;17;31;28064
9;8;17;31;28064
10;8;17;31;28064
11;8;17;31;28064
12;8;17;32;7843
13;8;17;32;7843
14;8;17;32;7843
15;8;17;32;7843
16;8;17;33;11420
17;8;17;33;11420
1;8;18;69;46703
2;8;18;69;46703
3;8;18;64;37797
4;8;18;64;37797
5;8;18;77;51799
6;8;18;77;51799
7;8;18;77;51799
8;8;18;70;62851
9;8;18;70;62851
10;8;18;70;62851
11;8;18;70;62851
12;8;18;71;17566
13;8;18;71;17566
14;8;18;71;17566
15;8;18;71;17566
16;8;18;74;25576
17;8;18;74;25576
1;8;19;29;19741
2;8;19;29;19741
3;8;19;27;15976
4;8;19;27;15976
5;8;19;33;21895
6;8;19;33;21895
7;8;19;33;21895
8;8;19;30;26566
9;8;19;30;26566
10;8;19;30;26566
11;8;19;30;26566
12;8;19;30;7425
13;8;19;30;7425
14;8;19;30;7425
15;8;19;30;7425
16;8;19;31;10811
17;8;19;31;10811
1;8;20;98;66661
2;8;20;98;66661
3;8;20;91;53948
4;8;20;91;53948
5;8;20;110;73935
6;8;20;110;73935
7;8;20;110;73935
8;8;20;100;89708
9;8;20;100;89708
10;8;20;100;89708
11;8;20;100;89708
12;8;20;102;25072
13;8;20;102;25072
14;8;20;102;25072
15;8;20;102;25072
16;8;20;106;36505
17;8;20;106;36505
1;8;21;100;67928
2;8;21;100;67928
3;8;21;93;54974
4;8;21;93;54974
5;8;21;113;75340
6;8;21;113;75340
7;8;21;113;75340
8;8;21;102;91413
9;8;21;102;91413
10;8;21;102;91413
11;8;21;102;91413
12;8;21;104;25549
13;8;21;104;25549
14;8;21;104;25549
15;8;21;104;25549
16;8;21;108;37199
17;8;21;108;37199
1;8;22;19;12955
2;8;22;19;12955
3;8;22;18;10485
4;8;22;18;10485
5;8;22;21;14369
6;8;22;21;14369
7;8;22;21;14369
8;8;22;20;17435
9;8;22;20;17435
10;8;22;20;17435
11;8;22;20;17435
12;8;22;20;4873
13;8;22;20;4873
14;8;22;20;4873
15;8;22;20;4873
16;8;22;21;7095
17;8;22;21;7095
1;8;23;17;11769
2;8;23;17;11769
3;8;23;16;9524
4;8;23;16;9524
5;8;23;20;13053
6;8;23;20;13053
7;8;23;20;13053
8;8;23;18;15838
9;8;23;18;15838
10;8;23;18;15838
11;8;23;18;15838
12;8;23;18;4426
13;8;23;18;4426
14;8;23;18;4426
15;8;23;18;4426
16;8;23;19;6445
17;8;23;19;6445
1;8;24;19;12955
2;8;24;19;12955
3;8;24;18;10485
4;8;24;18;10485
5;8;24;21;14369
6;8;24;21;14369
7;8;24;21;14369
8;8;24;20;17435
9;8;24;20;17435
10;8;24;20;17435
11;8;24;20;17435
12;8;24;20;4873
13;8;24;20;4873
14;8;24;20;4873
15;8;24;20;4873
16;8;24;21;7095
17;8;24;21;7095
1;8;25;101;68526
2;8;25;101;68526
3;8;25;94;55458
4;8;25;94;55458
5;8;25;114;76003
6;8;25;114;76003
7;8;25;114;76003
8;8;25;103;92218
9;8;25;103;92218
10;8;25;103;92218
11;8;25;103;92218
12;8;25;105;25774
13;8;25;105;25774
14;8;25;105;25774
15;8;25;105;25774
16;8;25;109;37526
17;8;25;109;37526
1;8;26;30;20103
2;8;26;30;20103
3;8;26;28;16269
4;8;26;28;16269
5;8;26;33;22297
6;8;26;33;22297
7;8;26;33;22297
8;8;26;30;27054
9;8;26;30;27054
10;8;26;30;27054
11;8;26;30;27054
12;8;26;31;7561
13;8;26;31;7561
14;8;26;31;7561
15;8;26;31;7561
16;8;26;32;11009
17;8;26;32;11009
1;8;27;35;24085
2;8;27;35;24085
3;8;27;33;19492
4;8;27;33;19492
5;8;27;40;26714
6;8;27;40;26714
7;8;27;40;26714
8;8;27;36;32413
9;8;27;36;32413
10;8;27;36;32413
11;8;27;36;32413
12;8;27;37;9059
13;8;27;37;9059
14;8;27;37;9059
15;8;27;37;9059
16;8;27;38;13190
17;8;27;38;13190
1;8;28;47;32044
2;8;28;47;32044
3;8;28;44;25933
4;8;28;44;25933
5;8;28;53;35541
6;8;28;53;35541
7;8;28;53;35541
8;8;28;48;43123
9;8;28;48;43123
10;8;28;48;43123
11;8;28;48;43123
12;8;28;49;12052
13;8;28;49;12052
14;8;28;49;12052
15;8;28;49;12052
16;8;28;51;17548
17;8;28;51;17548
1;8;29;148;100208
2;8;29;148;100208
3;8;29;137;81098
4;8;29;137;81098
5;8;29;166;111143
6;8;29;166;111143
7;8;29;166;111143
8;8;29;151;134855
9;8;29;151;134855
10;8;29;151;134855
11;8;29;151;134855
12;8;29;153;37690
13;8;29;153;37690
14;8;29;153;37690
15;8;29;153;37690
16;8;29;159;54877
17;8;29;159;54877
1;8;30;73;49393
2;8;30;73;49393
3;8;30;68;39973
4;8;30;68;39973
5;8;30;82;54782
6;8;30;82;54782
7;8;30;82;54782
8;8;30;74;66470
9;8;30;74;66470
10;8;30;74;66470
11;8;30;74;66470
12;8;30;76;18577
13;8;30;76;18577
14;8;30;76;18577
15;8;30;76;18577
16;8;30;79;27049
17;8;30;79;27049
1;8;31;82;55757
2;8;31;82;55757
3;8;31;76;45124
4;8;31;76;45124
5;8;31;92;61841
6;8;31;92;61841
7;8;31;92;61841
8;8;31;84;75035
9;8;31;84;75035
10;8;31;84;75035
11;8;31;84;75035
12;8;31;85;20971
13;8;31;85;20971
14;8;31;85;20971
15;8;31;85;20971
16;8;31;89;30534
17;8;31;89;30534
1;8;32;11;7146
2;8;32;11;7146
3;8;32;10;5783
4;8;32;10;5783
5;8;32;12;7926
6;8;32;12;7926
7;8;32;12;7926
8;8;32;11;9616
9;8;32;11;9616
10;8;32;11;9616
11;8;32;11;9616
12;8;32;11;2688
13;8;32;11;2688
14;8;32;11;2688
15;8;32;11;2688
16;8;32;11;3913
17;8;32;11;3913
1;8;33;116;78866
2;8;33;116;78866
3;8;33;108;63826
4;8;33;108;63826
5;8;33;131;87472
6;8;33;131;87472
7;8;33;131;87472
8;8;33;119;106134
9;8;33;119;106134
10;8;33;119;106134
11;8;33;119;106134
12;8;33;121;29663
13;8;33;121;29663
14;8;33;121;29663
15;8;33;121;29663
16;8;33;125;43189
17;8;33;125;43189
1;8;34;183;124341
2;8;34;183;124341
3;8;34;171;100629
4;8;34;171;100629
5;8;34;206;137909
6;8;34;206;137909
7;8;34;206;137909
8;8;34;187;167331
9;8;34;187;167331
10;8;34;187;167331
11;8;34;187;167331
12;8;34;190;46767
13;8;34;190;46767
14;8;34;190;46767
15;8;34;190;46767
16;8;34;198;68092
17;8;34;198;68092
1;8;35;222;150491
2;8;35;222;150491
3;8;35;206;121792
4;8;35;206;121792
5;8;35;249;166912
6;8;35;249;166912
7;8;35;249;166912
8;8;35;227;202522
9;8;35;227;202522
10;8;35;227;202522
11;8;35;227;202522
12;8;35;230;56602
13;8;35;230;56602
14;8;35;230;56602
15;8;35;230;56602
16;8;35;239;82413
17;8;35;239;82413
1;8;36;180;122352
2;8;36;180;122352
3;8;36;168;99019
4;8;36;168;99019
5;8;36;203;135703
6;8;36;203;135703
7;8;36;203;135703
8;8;36;184;164655
9;8;36;184;164655
10;8;36;184;164655
11;8;36;184;164655
12;8;36;187;46019
13;8;36;187;46019
14;8;36;187;46019
15;8;36;187;46019
16;8;36;195;67003
17;8;36;195;67003
1;8;37;239;162553
2;8;37;239;162553
3;8;37;223;131554
4;8;37;223;131554
5;8;37;269;180290
6;8;37;269;180290
7;8;37;269;180290
8;8;37;245;218755
9;8;37;245;218755
10;8;37;245;218755
11;8;37;245;218755
12;8;37;249;61139
13;8;37;249;61139
14;8;37;249;61139
15;8;37;249;61139
16;8;37;259;89018
17;8;37;259;89018
1;8;38;234;158631
2;8;38;234;158631
3;8;38;218;128380
4;8;38;218;128380
5;8;38;263;175940
6;8;38;263;175940
7;8;38;263;175940
8;8;38;239;213477
9;8;38;239;213477
10;8;38;239;213477
11;8;38;239;213477
12;8;38;243;59664
13;8;38;243;59664
14;8;38;243;59664
15;8;38;243;59664
16;8;38;252;86870
17;8;38;252;86870
1;8;39;182;123306
2;8;39;182;123306
3;8;39;169;99791
4;8;39;169;99791
5;8;39;204;136761
6;8;39;204;136761
7;8;39;204;136761
8;8;39;186;165939
9;8;39;186;165939
10;8;39;186;165939
11;8;39;186;165939
12;8;39;189;46377
13;8;39;189;46377
14;8;39;189;46377
15;8;39;189;46377
16;8;39;196;67526
17;8;39;196;67526
1;9;1;52;35625
2;9;1;52;35625
3;9;1;49;28831
4;9;1;49;28831
5;9;1;59;39512
6;9;1;59;39512
7;9;1;59;39512
8;9;1;54;47942
9;9;1;54;47942
10;9;1;54;47942
11;9;1;54;47942
12;9;1;55;13399
13;9;1;55;13399
14;9;1;55;13399
15;9;1;55;13399
16;9;1;57;19509
17;9;1;57;19509
1;9;2;119;80577
2;9;2;119;80577
3;9;2;111;65211
4;9;2;111;65211
5;9;2;134;89369
6;9;2;134;89369
7;9;2;134;89369
8;9;2;121;108436
9;9;2;121;108436
10;9;2;121;108436
11;9;2;121;108436
12;9;2;123;30306
13;9;2;123;30306
14;9;2;123;30306
15;9;2;123;30306
16;9;2;128;44126
17;9;2;128;44126
1;9;3;67;45476
2;9;3;67;45476
3;9;3;62;36804
4;9;3;62;36804
5;9;3;75;50439
6;9;3;75;50439
7;9;3;75;50439
8;9;3;69;61200
9;9;3;69;61200
10;9;3;69;61200
11;9;3;69;61200
12;9;3;70;17104
13;9;3;70;17104
14;9;3;70;17104
15;9;3;70;17104
16;9;3;72;24904
17;9;3;72;24904
1;9;4;182;123334
2;9;4;182;123334
3;9;4;169;99814
4;9;4;169;99814
5;9;4;204;136792
6;9;4;204;136792
7;9;4;204;136792
8;9;4;186;165976
9;9;4;186;165976
10;9;4;186;165976
11;9;4;186;165976
12;9;4;189;46388
13;9;4;189;46388
14;9;4;189;46388
15;9;4;189;46388
16;9;4;196;67541
17;9;4;196;67541
1;9;5;114;77546
2;9;5;114;77546
3;9;5;106;62758
4;9;5;106;62758
5;9;5;129;86008
6;9;5;129;86008
7;9;5;129;86008
8;9;5;117;104357
9;9;5;117;104357
10;9;5;117;104357
11;9;5;117;104357
12;9;5;119;29166
13;9;5;119;29166
14;9;5;119;29166
15;9;5;119;29166
16;9;5;123;42466
17;9;5;123;42466
1;9;6;71;48457
2;9;6;71;48457
3;9;6;66;39216
4;9;6;66;39216
5;9;6;80;53745
6;9;6;80;53745
7;9;6;80;53745
8;9;6;73;65211
9;9;6;73;65211
10;9;6;73;65211
11;9;6;73;65211
12;9;6;74;18226
13;9;6;74;18226
14;9;6;74;18226
15;9;6;74;18226
16;9;6;77;26536
17;9;6;77;26536
1;9;7;69;46991
2;9;7;69;46991
3;9;7;64;38030
4;9;7;64;38030
5;9;7;78;52118
6;9;7;78;52118
7;9;7;78;52118
8;9;7;71;63238
9;9;7;71;63238
10;9;7;71;63238
11;9;7;71;63238
12;9;7;72;17674
13;9;7;72;17674
14;9;7;72;17674
15;9;7;72;17674
16;9;7;75;25733
17;9;7;75;25733
1;9;8;51;34452
2;9;8;51;34452
3;9;8;47;27882
4;9;8;47;27882
5;9;8;57;38211
6;9;8;57;38211
7;9;8;57;38211
8;9;8;52;46364
9;9;8;52;46364
10;9;8;52;46364
11;9;8;52;46364
12;9;8;53;12958
13;9;8;53;12958
14;9;8;53;12958
15;9;8;53;12958
16;9;8;55;18867
17;9;8;55;18867
1;9;9;0;0
2;9;9;0;0
3;9;9;0;0
4;9;9;0;0
5;9;9;0;0
6;9;9;0;0
7;9;9;0;0
8;9;9;0;0
9;9;9;0;0
10;9;9;0;0
11;9;9;0;0
12;9;9;0;0
13;9;9;0;0
14;9;9;0;0
15;9;9;0;0
16;9;9;0;0
17;9;9;0;0
1;9;10;164;111308
2;9;10;164;111308
3;9;10;153;90081
4;9;10;153;90081
5;9;10;184;123453
6;9;10;184;123453
7;9;10;184;123453
8;9;10;168;149792
9;9;10;168;149792
10;9;10;168;149792
11;9;10;168;149792
12;9;10;170;41865
13;9;10;170;41865
14;9;10;170;41865
15;9;10;170;41865
16;9;10;177;60955
17;9;10;177;60955
1;9;11;158;106985
2;9;11;158;106985
3;9;11;147;86583
4;9;11;147;86583
5;9;11;177;118659
6;9;11;177;118659
7;9;11;177;118659
8;9;11;161;143975
9;9;11;161;143975
10;9;11;161;143975
11;9;11;161;143975
12;9;11;164;40239
13;9;11;164;40239
14;9;11;164;40239
15;9;11;164;40239
16;9;11;170;58588
17;9;11;170;58588
1;9;12;111;75298
2;9;12;111;75298
3;9;12;103;60939
4;9;12;103;60939
5;9;12;125;83515
6;9;12;125;83515
7;9;12;125;83515
8;9;12;113;101332
9;9;12;113;101332
10;9;12;113;101332
11;9;12;113;101332
12;9;12;115;28321
13;9;12;115;28321
14;9;12;115;28321
15;9;12;115;28321
16;9;12;120;41235
17;9;12;120;41235
1;9;13;106;72071
2;9;13;106;72071
3;9;13;99;58327
4;9;13;99;58327
5;9;13;119;79935
6;9;13;119;79935
7;9;13;119;79935
8;9;13;109;96989
9;9;13;109;96989
10;9;13;109;96989
11;9;13;109;96989
12;9;13;110;27107
13;9;13;110;27107
14;9;13;110;27107
15;9;13;110;27107
16;9;13;115;39468
17;9;13;115;39468
1;9;14;72;48581
2;9;14;72;48581
3;9;14;67;39316
4;9;14;67;39316
5;9;14;81;53882
6;9;14;81;53882
7;9;14;81;53882
8;9;14;73;65377
9;9;14;73;65377
10;9;14;73;65377
11;9;14;73;65377
12;9;14;74;18272
13;9;14;74;18272
14;9;14;74;18272
15;9;14;74;18272
16;9;14;77;26604
17;9;14;77;26604
1;9;15;75;51184
2;9;15;75;51184
3;9;15;70;41423
4;9;15;70;41423
5;9;15;85;56769
6;9;15;85;56769
7;9;15;85;56769
8;9;15;77;68881
9;9;15;77;68881
10;9;15;77;68881
11;9;15;77;68881
12;9;15;78;19251
13;9;15;78;19251
14;9;15;78;19251
15;9;15;78;19251
16;9;15;81;28030
17;9;15;81;28030
1;9;16;69;46970
2;9;16;69;46970
3;9;16;64;38013
4;9;16;64;38013
5;9;16;78;52096
6;9;16;78;52096
7;9;16;78;52096
8;9;16;71;63210
9;9;16;71;63210
10;9;16;71;63210
11;9;16;71;63210
12;9;16;72;17666
13;9;16;72;17666
14;9;16;72;17666
15;9;16;72;17666
16;9;16;75;25722
17;9;16;75;25722
1;9;17;29;19628
2;9;17;29;19628
3;9;17;27;15885
4;9;17;27;15885
5;9;17;33;21770
6;9;17;33;21770
7;9;17;33;21770
8;9;17;30;26414
9;9;17;30;26414
10;9;17;30;26414
11;9;17;30;26414
12;9;17;30;7383
13;9;17;30;7383
14;9;17;30;7383
15;9;17;30;7383
16;9;17;31;10749
17;9;17;31;10749
1;9;18;106;71742
2;9;18;106;71742
3;9;18;98;58060
4;9;18;98;58060
5;9;18;119;79570
6;9;18;119;79570
7;9;18;119;79570
8;9;18;108;96546
9;9;18;108;96546
10;9;18;108;96546
11;9;18;108;96546
12;9;18;110;26983
13;9;18;110;26983
14;9;18;110;26983
15;9;18;110;26983
16;9;18;114;39287
17;9;18;114;39287
1;9;19;66;44779
2;9;19;66;44779
3;9;19;61;36240
4;9;19;61;36240
5;9;19;74;49666
6;9;19;74;49666
7;9;19;74;49666
8;9;19;67;60262
9;9;19;67;60262
10;9;19;67;60262
11;9;19;67;60262
12;9;19;69;16842
13;9;19;69;16842
14;9;19;69;16842
15;9;19;69;16842
16;9;19;71;24522
17;9;19;71;24522
1;9;20;143;97180
2;9;20;143;97180
3;9;20;133;78647
4;9;20;133;78647
5;9;20;161;107784
6;9;20;161;107784
7;9;20;161;107784
8;9;20;146;130779
9;9;20;146;130779
10;9;20;146;130779
11;9;20;146;130779
12;9;20;149;36551
13;9;20;149;36551
14;9;20;149;36551
15;9;20;149;36551
16;9;20;155;53218
17;9;20;155;53218
1;9;21;145;98447
2;9;21;145;98447
3;9;21;135;79673
4;9;21;135;79673
5;9;21;163;109189
6;9;21;163;109189
7;9;21;163;109189
8;9;21;148;132484
9;9;21;148;132484
10;9;21;148;132484
11;9;21;148;132484
12;9;21;151;37027
13;9;21;151;37027
14;9;21;151;37027
15;9;21;151;37027
16;9;21;157;53912
17;9;21;157;53912
1;9;22;39;26506
2;9;22;39;26506
3;9;22;36;21451
4;9;22;36;21451
5;9;22;44;29398
6;9;22;44;29398
7;9;22;44;29398
8;9;22;40;35670
9;9;22;40;35670
10;9;22;40;35670
11;9;22;40;35670
12;9;22;41;9969
13;9;22;41;9969
14;9;22;41;9969
15;9;22;41;9969
16;9;22;42;14515
17;9;22;42;14515
1;9;23;37;25319
2;9;23;37;25319
3;9;23;35;20491
4;9;23;35;20491
5;9;23;42;28082
6;9;23;42;28082
7;9;23;42;28082
8;9;23;38;34073
9;9;23;38;34073
10;9;23;38;34073
11;9;23;38;34073
12;9;23;39;9523
13;9;23;39;9523
14;9;23;39;9523
15;9;23;39;9523
16;9;23;40;13865
17;9;23;40;13865
1;9;24;39;26506
2;9;24;39;26506
3;9;24;36;21451
4;9;24;36;21451
5;9;24;44;29398
6;9;24;44;29398
7;9;24;44;29398
8;9;24;40;35670
9;9;24;40;35670
10;9;24;40;35670
11;9;24;40;35670
12;9;24;41;9969
13;9;24;41;9969
14;9;24;41;9969
15;9;24;41;9969
16;9;24;42;14515
17;9;24;42;14515
1;9;25;146;99045
2;9;25;146;99045
3;9;25;136;80157
4;9;25;136;80157
5;9;25;164;109852
6;9;25;164;109852
7;9;25;164;109852
8;9;25;149;133289
9;9;25;149;133289
10;9;25;149;133289
11;9;25;149;133289
12;9;25;152;37252
13;9;25;152;37252
14;9;25;152;37252
15;9;25;152;37252
16;9;25;158;54239
17;9;25;158;54239
1;9;26;75;50622
2;9;26;75;50622
3;9;26;69;40968
4;9;26;69;40968
5;9;26;84;56146
6;9;26;84;56146
7;9;26;84;56146
8;9;26;76;68124
9;9;26;76;68124
10;9;26;76;68124
11;9;26;76;68124
12;9;26;77;19040
13;9;26;77;19040
14;9;26;77;19040
15;9;26;77;19040
16;9;26;81;27722
17;9;26;81;27722
1;9;27;22;14596
2;9;27;22;14596
3;9;27;20;11812
4;9;27;20;11812
5;9;27;24;16189
6;9;27;24;16189
7;9;27;24;16189
8;9;27;22;19642
9;9;27;22;19642
10;9;27;22;19642
11;9;27;22;19642
12;9;27;22;5490
13;9;27;22;5490
14;9;27;22;5490
15;9;27;22;5490
16;9;27;23;7993
17;9;27;23;7993
1;9;28;92;62563
2;9;28;92;62563
3;9;28;86;50632
4;9;28;86;50632
5;9;28;104;69390
6;9;28;104;69390
7;9;28;104;69390
8;9;28;94;84194
9;9;28;94;84194
10;9;28;94;84194
11;9;28;94;84194
12;9;28;96;23531
13;9;28;96;23531
14;9;28;96;23531
15;9;28;96;23531
16;9;28;100;34261
17;9;28;100;34261
1;9;29;193;130727
2;9;29;193;130727
3;9;29;179;105797
4;9;29;179;105797
5;9;29;217;144992
6;9;29;217;144992
7;9;29;217;144992
8;9;29;197;175926
9;9;29;197;175926
10;9;29;197;175926
11;9;29;197;175926
12;9;29;200;49169
13;9;29;200;49169
14;9;29;200;49169
15;9;29;200;49169
16;9;29;208;71590
17;9;29;208;71590
1;9;30;118;79912
2;9;30;118;79912
3;9;30;110;64673
4;9;30;110;64673
5;9;30;132;88632
6;9;30;132;88632
7;9;30;132;88632
8;9;30;120;107541
9;9;30;120;107541
10;9;30;120;107541
11;9;30;120;107541
12;9;30;122;30056
13;9;30;122;30056
14;9;30;122;30056
15;9;30;122;30056
16;9;30;127;43762
17;9;30;127;43762
1;9;31;127;86276
2;9;31;127;86276
3;9;31;118;69823
4;9;31;118;69823
5;9;31;143;95690
6;9;31;143;95690
7;9;31;143;95690
8;9;31;130;116106
9;9;31;130;116106
10;9;31;130;116106
11;9;31;130;116106
12;9;31;132;32450
13;9;31;132;32450
14;9;31;132;32450
15;9;31;132;32450
16;9;31;137;47247
17;9;31;137;47247
1;9;32;55;37665
2;9;32;55;37665
3;9;32;52;30482
4;9;32;52;30482
5;9;32;62;41775
6;9;32;62;41775
7;9;32;62;41775
8;9;32;57;50687
9;9;32;57;50687
10;9;32;57;50687
11;9;32;57;50687
12;9;32;58;14166
13;9;32;58;14166
14;9;32;58;14166
15;9;32;58;14166
16;9;32;60;20626
17;9;32;60;20626
1;9;33;161;109385
2;9;33;161;109385
3;9;33;150;88525
4;9;33;150;88525
5;9;33;181;121321
6;9;33;181;121321
7;9;33;181;121321
8;9;33;165;147204
9;9;33;165;147204
10;9;33;165;147204
11;9;33;165;147204
12;9;33;167;41141
13;9;33;167;41141
14;9;33;167;41141
15;9;33;167;41141
16;9;33;174;59902
17;9;33;174;59902
1;9;34;228;154860
2;9;34;228;154860
3;9;34;212;125328
4;9;34;212;125328
5;9;34;257;171758
6;9;34;257;171758
7;9;34;257;171758
8;9;34;233;208402
9;9;34;233;208402
10;9;34;233;208402
11;9;34;233;208402
12;9;34;237;58245
13;9;34;237;58245
14;9;34;237;58245
15;9;34;237;58245
16;9;34;246;84805
17;9;34;246;84805
1;9;35;267;181010
2;9;35;267;181010
3;9;35;248;146491
4;9;35;248;146491
5;9;35;300;200761
6;9;35;300;200761
7;9;35;300;200761
8;9;35;273;243593
9;9;35;273;243593
10;9;35;273;243593
11;9;35;273;243593
12;9;35;277;68081
13;9;35;277;68081
14;9;35;277;68081
15;9;35;277;68081
16;9;35;288;99126
17;9;35;288;99126
1;9;36;225;152871
2;9;36;225;152871
3;9;36;210;123718
4;9;36;210;123718
5;9;36;253;169552
6;9;36;253;169552
7;9;36;253;169552
8;9;36;230;205726
9;9;36;230;205726
10;9;36;230;205726
11;9;36;230;205726
12;9;36;234;57497
13;9;36;234;57497
14;9;36;234;57497
15;9;36;234;57497
16;9;36;243;83716
17;9;36;243;83716
1;9;37;284;193072
2;9;37;284;193072
3;9;37;265;156253
4;9;37;265;156253
5;9;37;320;214140
6;9;37;320;214140
7;9;37;320;214140
8;9;37;291;259826
9;9;37;291;259826
10;9;37;291;259826
11;9;37;291;259826
12;9;37;295;72618
13;9;37;295;72618
14;9;37;295;72618
15;9;37;295;72618
16;9;37;307;105731
17;9;37;307;105731
1;9;38;279;189150
2;9;38;279;189150
3;9;38;259;153079
4;9;38;259;153079
5;9;38;314;209790
6;9;38;314;209790
7;9;38;314;209790
8;9;38;285;254548
9;9;38;285;254548
10;9;38;285;254548
11;9;38;285;254548
12;9;38;289;71142
13;9;38;289;71142
14;9;38;289;71142
15;9;38;289;71142
16;9;38;301;103583
17;9;38;301;103583
1;9;39;227;153825
2;9;39;227;153825
3;9;39;211;124490
4;9;39;211;124490
5;9;39;255;170610
6;9;39;255;170610
7;9;39;255;170610
8;9;39;232;207010
9;9;39;232;207010
10;9;39;232;207010
11;9;39;232;207010
12;9;39;235;57856
13;9;39;235;57856
14;9;39;235;57856
15;9;39;235;57856
16;9;39;245;84239
17;9;39;245;84239
1;10;1;116;78762
2;10;1;116;78762
3;10;1;108;63741
4;10;1;108;63741
5;10;1;131;87356
6;10;1;131;87356
7;10;1;131;87356
8;10;1;119;105993
9;10;1;119;105993
10;10;1;119;105993
11;10;1;119;105993
12;10;1;121;29623
13;10;1;121;29623
14;10;1;121;29623
15;10;1;121;29623
16;10;1;125;43132
17;10;1;125;43132
1;10;2;64;43181
2;10;2;64;43181
3;10;2;59;34946
4;10;2;59;34946
5;10;2;72;47892
6;10;2;72;47892
7;10;2;72;47892
8;10;2;65;58110
9;10;2;65;58110
10;10;2;65;58110
11;10;2;65;58110
12;10;2;66;16241
13;10;2;66;16241
14;10;2;66;16241
15;10;2;66;16241
16;10;2;69;23647
17;10;2;69;23647
1;10;3;101;68275
2;10;3;101;68275
3;10;3;94;55255
4;10;3;94;55255
5;10;3;113;75725
6;10;3;113;75725
7;10;3;113;75725
8;10;3;103;91881
9;10;3;103;91881
10;10;3;103;91881
11;10;3;103;91881
12;10;3;104;25679
13;10;3;104;25679
14;10;3;104;25679
15;10;3;104;25679
16;10;3;109;37389
17;10;3;109;37389
1;10;4;18;12316
2;10;4;18;12316
3;10;4;17;9967
4;10;4;17;9967
5;10;4;20;13660
6;10;4;20;13660
7;10;4;20;13660
8;10;4;19;16574
9;10;4;19;16574
10;10;4;19;16574
11;10;4;19;16574
